id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,image
54932,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Do u speak green Boys Blue T-shirt,54932.jpg
20697,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,Buckaroo Men Plaza Black Casual Shoes,20697.jpg
17558,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Mark Taylor Men Blue & White Striped Shirt,17558.jpg
55257,Women,Personal Care,Makeup,Kajal and Eyeliner,Grey,Spring,Casual,Lakme Absolute Forever Silk Grey Matter Eyeliner,55257.jpg
28589,Men,Accessories,Belts,Belts,Brown,Summer,Casual,Peter England Men Leather Brown Belt,28589.jpg
25130,Women,Accessories,Bags,Clutches,Black,Winter,Casual,Lino Perros Women Gems Black Clutch,25130.jpg
12344,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Formal,Reid & Taylor Men Solid Beige Trousers,12344.jpg
55859,Women,Personal Care,Nails,Nail Polish,Pink,Spring,Casual,Colorbar Pro Baby Nail Lacquer 011,55859.jpg
6095,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,UCB Men's Polo Neck With Big Ben Logo Blue T-shirt,6095.jpg
46547,Men,Accessories,Watches,Watches,Off White,Winter,Casual,Timex Expedition Men Off-White Dial Analogue & Digital Watch T41361 ,46547.jpg
12533,Women,Apparel,Topwear,Jackets,Purple,Fall,Casual,Puma Women Solid Purple Jackets,12533.jpg
35180,Unisex,Accessories,Bags,Backpacks,Grey,Spring,Casual,Wildcraft Unisex Grey Backpack,35180.jpg
41279,Men,Accessories,Wallets,Wallets,Brown,Summer,Casual,Arrow Men Brown Leather Wallet,41279.jpg
7398,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,Formal,Red Tape Men Brown Shoes,7398.jpg
15115,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,Formal,Arrow Men TR Finish Navy Blue Trousers,15115.jpg
43100,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Casual,Reebok Men Pack of 3 Deos,43100.jpg
35006,Women,Accessories,Stoles,Stoles,Beige,Summer,Ethnic,Fabindia Women Printed Beige & Black Stole,35006.jpg
50744,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Casual,Red Chief Men Black Formal Shoes,50744.jpg
59593,Women,Apparel,Saree,Sarees,Blue,Fall,Ethnic,FNF Blue & Purple Collection for Wedding Sari,59593.jpg
55065,Women,Personal Care,Lips,Lipstick,Pink,Spring,Casual,Lakme Enrich Satins Lipstick 128,55065.jpg
51413,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,Myntra Men Green Shirt,51413.jpg
11218,Men,Accessories,Watches,Watches,Steel,Winter,Casual,Esprit Men Gran Orbus Black Steel Watches,11218.jpg
52879,Women,Apparel,Saree,Sarees,Magenta,Fall,Ethnic,FNF Magenta Printed Sari,52879.jpg
57732,Women,Personal Care,Lips,Lip Care,Cream,Spring,,Lotus Herbals Vanilla Lip Balm,57732.jpg
43015,Men,Apparel,Innerwear,Briefs,White,Summer,Casual,Calvin Klein Men White Brief,43015.jpg
3559,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Skechers Men's Casual Brown Lifestyle Shoe,3559.jpg
48673,Women,Accessories,Jewellery,Earrings,Silver,Fall,Casual,Lucera Women Silver Earrings,48673.jpg
36705,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,Burberry Men Weekend Perfume,36705.jpg
25789,Men,Apparel,Topwear,Suspenders,Black,Summer,Formal,Arrow Men Black/Beige Suspenders,25789.jpg
29132,Women,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,Vogue Women Black Sunglasses,29132.jpg
19197,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,United Colors of Benetton Men Grey Striped Shirt,19197.jpg
32538,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,Playboy Men Ibiza Perfume,32538.jpg
25675,Women,Accessories,Watches,Watches,Steel,Summer,Casual,Fastrack Women Steel-Toned Dial Watch NA6021SL02,25675.jpg
53105,Women,Accessories,Jewellery,Earrings,Silver,Winter,Casual,Fabindia Silver Earrings,53105.jpg
19514,Men,Accessories,Wallets,Wallets,Black,Fall,Casual,Wrangler Leather Men Black Wallets,19514.jpg
49095,Women,Personal Care,Makeup,Compact,Skin,Spring,Casual,Deborah Ultra Fine Compact Powder 02,49095.jpg
42877,Women,Accessories,Wallets,Wallets,Maroon,Summer,Casual,French Connection Women Maroon Wallet,42877.jpg
50490,Men,Apparel,Innerwear,Trunk,Grey Melange,Winter,Casual,Chromozome Men Grey Trunks,50490.jpg
13501,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Chimp Men Daku Mentatry White Tshirts,13501.jpg
55892,Women,Personal Care,Nails,Nail Polish,Lavender,Spring,Casual,Colorbar Exclusive Nail Lacquer 03,55892.jpg
5153,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,Wrangler Women's Side Paisley White T-shirt,5153.jpg
43176,Men,Accessories,Watches,Watches,Black,Winter,Casual,Fastrack Men Black Dial Watch,43176.jpg
13885,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,Scullers Men Check Black Shirts,13885.jpg
17029,Men,Footwear,Flip Flops,Flip Flops,Black,Spring,Casual,GAS Men Black Pine Flip Flops,17029.jpg
37063,Women,Accessories,Belts,Belts,Black,Summer,Casual,Lino Perros Women Black Belt,37063.jpg
17673,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Catwalk Women Black Pumps,17673.jpg
53425,Women,Apparel,Topwear,Kurtas,Teal,Fall,Ethnic,Alma Women Teal Printed Kurta,53425.jpg
24805,Men,Footwear,Shoes,Sports Shoes,Black,Spring,Sports,Decathlon Men Black F300 Sports Shoes,24805.jpg
6801,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Converse Unisex Canvas Black Shoe,6801.jpg
19043,Women,Footwear,Shoes,Heels,Blue,Winter,Casual,Catwalk Women Blue Flats,19043.jpg
15318,Men,Apparel,Topwear,Sweatshirts,White,Fall,Casual,Nike Men Printed White Sweatshirts,15318.jpg
55866,Women,Personal Care,Nails,Nail Polish,Blue,Spring,Casual,Colorbar Turquoise Nail Lacquer 88,55866.jpg
26492,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Puma Men Printed White T-shirt,26492.jpg
14327,Men,Footwear,Shoes,Casual Shoes,White,Winter,Casual,Nike Men Prowl White Casual Shoes,14327.jpg
25591,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,Ethnic,Vishudh Women Green & Black Churidar Kurta with Dupatta,25591.jpg
55268,Women,Personal Care,Makeup,Kajal and Eyeliner,Grey,Spring,Casual,Lakme Absolute Shine Line Smoky Grey Eye Liner,55268.jpg
38534,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,Puma Men Brown Future Cat Shoes,38534.jpg
25141,Women,Accessories,Bags,Clutches,Gold,Winter,Casual,Lino Perros Women Gold Clutch,25141.jpg
47493,Unisex,Footwear,Sandal,Sandals,Grey,Fall,Casual,Footfun Kids Unisex Grey Sandals,47493.jpg
52871,Women,Personal Care,Fragrance,Deodorant,Blue,Spring,Casual,F5 Women Pack of 3 Deos,52871.jpg
4249,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,Probase Men's Mirror On The Brown T-shirt,4249.jpg
56865,Women,Footwear,Shoes,Heels,Black,Winter,Casual,HM Women Black Flats,56865.jpg
8941,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Indigo Nation Men Reversible Bling Blue Shirts,8941.jpg
44128,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,Casual,Baldessarini Men Perfume,44128.jpg
41777,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Remanika Women Pink Top,41777.jpg
6839,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Black,Winter,,Timberland Unisex Waximum Shoe Accessories,6839.jpg
12224,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Formal,Basics Men Solid Brown Trousers,12224.jpg
28264,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,Casual,Gatsby Men Spicy Deo,28264.jpg
58877,Men,Accessories,Ties,Ties,Olive,Summer,Casual,Hakashi Men Olive Tie,58877.jpg
35698,Men,Footwear,Shoes,Sports Shoes,Black,Winter,Sports,Nike Black Egoli Fg     Football  Sports Shoes,35698.jpg
17619,Girls,Apparel,Bottomwear,Leggings,White,Fall,Casual,Doodle Girls Lace Bow White Leggings,17619.jpg
56089,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,Casual,Colorbar Jewel Bright Star Shine Lip Gloss 03,56089.jpg
30812,Women,Apparel,Bottomwear,Leggings,Maroon,Summer,Ethnic,Fabindia Women Maroon Leggings,30812.jpg
4714,Unisex,Accessories,Watches,Watches,Black,Winter,Sports,ADIDAS Unisex New York Griffiti Digital Black White Watch,4714.jpg
20136,Women,Apparel,Topwear,Shirts,Blue,Fall,Casual,Wrangler Women Roll UP Sleeve Blue Shirt,20136.jpg
35187,Unisex,Accessories,Bags,Backpacks,Blue,Spring,Casual,Wildcraft Unisex Blue & Grey Backpack,35187.jpg
24058,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Locomotive Men Blue T-shirt,24058.jpg
42614,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,Casual,Estelle Women Earrings & Pendant Set,42614.jpg
11025,Women,Apparel,Topwear,Tshirts,Pink,Fall,Casual,Wrangler Women Studd Polo Pink T-shirt,11025.jpg
43107,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,Paris Hilton Women Tease Woman Eau De Parfum 100Ml,43107.jpg
11602,Women,Apparel,Topwear,Kurtas,Grey,Summer,Ethnic,W Women Solid Grey Kurtas,11602.jpg
6510,Men,Footwear,Sandal,Sandals,Black,Winter,Casual,Red Tape Men Black Sandals,6510.jpg
23200,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Highlander Men Green Check Shirt,23200.jpg
55062,Women,Personal Care,Lips,Lipstick,Red,Spring,,Lakme Enrich Satins Lipstick 422,55062.jpg
26728,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Puma Men Tech Green T-shirt,26728.jpg
23291,Women,Accessories,Watches,Watches,Steel,Winter,Casual,Maxima Steel Women White Watch,23291.jpg
47070,Women,Apparel,Bottomwear,Patiala,Beige,Fall,Ethnic,Shree Women Beige & Blue Patiala,47070.jpg
57735,Women,Personal Care,Lips,Lip Care,Red,Spring,,Lotus Herbals Raspberry Lip Balm,57735.jpg
42996,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Women White Air Total Sports Shoes,42996.jpg
23474,Men,Accessories,Scarves,Scarves,Grey,Winter,Casual,Lino Perros Men Grey Check Scarf,23474.jpg
58104,Women,Accessories,Jewellery,Ring,Silver,Fall,Casual,Rreverie Silver Ring,58104.jpg
36702,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,Yves Saint Laurent Men Kouros Perfume,36702.jpg
32434,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Sports,ADIDAS Men Navy Blue Polo T-shirt,32434.jpg
49839,Women,Footwear,Flip Flops,Flip Flops,Red,Winter,Casual,iPanema Women Red Flip Flops,49839.jpg
10437,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Flying Machine Men HS Green Shirts,10437.jpg
19943,Unisex,Accessories,Bags,Backpacks,Black,Spring,Casual,Nike Unisex Casual Black Backpack,19943.jpg
7622,Men,Accessories,Belts,Belts,Grey,Summer,Casual,Wrangler Men Charcoal Leather Belt,7622.jpg
33688,Men,Footwear,Sandal,Sandals,White,Winter,Casual,Cobblerz Men White Sandals,33688.jpg
50884,Women,Apparel,Saree,Sarees,Multi,Fall,Ethnic,Prafful Multi Coloured Printed Sari,50884.jpg
46647,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Casual,Rasasi Women Deo,46647.jpg
3101,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Probase Men's Boarding Black T-shirt,3101.jpg
59037,Women,Footwear,Shoes,Flats,Green,Winter,Casual,Carlton London Women Green Flats,59037.jpg
14920,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Mr. Men Men Music Rocks LT.Grey Tshirts,14920.jpg
55250,Women,Personal Care,Makeup,Highlighter and Blush,Bronze,Spring,Casual,Lakme Absolute Sun-Kissed Bronzer,55250.jpg
35889,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Jungle Book Boys Follow The Tracks Yellow T-shirt,35889.jpg
21706,Men,Accessories,Watches,Watches,White,Winter,Casual,Fossil Men Quartz White Dial Watch FS4677,21706.jpg
1608,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,Sports,Reebok Track Pants Jet Black,1608.jpg
22554,Unisex,Personal Care,Fragrance,Deodorant,Silver,Spring,Casual,Reebok Unisex Reekick Deo,22554.jpg
42511,Women,Apparel,Topwear,Kurtis,Red,Summer,Ethnic,Mother Earth Women Red Kurti,42511.jpg
48145,Women,Accessories,Wallets,Wallets,Brown,Winter,Casual,Fossil Women Brown Wallet,48145.jpg
59636,Women,Apparel,Saree,Sarees,Sea Green,Fall,Ethnic,FNF Sea Green Collection For Wedding Sari,59636.jpg
13213,Women,Footwear,Shoes,Sports Shoes,White,Spring,Sports,ASICS Women Gel Cumulus Running White Sports Shoes,13213.jpg
3988,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Mr.Men Men's Mischief Maker Blue T-shirt,3988.jpg
16945,Women,Accessories,Eyewear,Sunglasses,Pink,Winter,Casual,Image Women Classic Eyewear Pink Sunglasses,16945.jpg
9489,Unisex,Accessories,Bags,Backpacks,Black,Fall,Casual,Puma Unisex Echo Black Backpacks,9489.jpg
56045,Women,Personal Care,Lips,Lipstick,Maroon,Spring,Casual,Colorbar Plum Show Lipstick 06,56045.jpg
54008,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,Kiara Women Brown Handbag,54008.jpg
19258,Women,Accessories,Watches,Watches,Steel,Winter,Casual,Guess Women Steel-Toned & Stone-Studded Dial Watch W10264L1,19258.jpg
21110,Men,Apparel,Topwear,Sweaters,Charcoal,Fall,Casual,s.Oliver Men Solid Charcoal Sweater,21110.jpg
51260,Men,Accessories,Belts,Belts,Black,Spring,Formal,Park Avenue Men Black & Brown Reversible Belt,51260.jpg
2788,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Ediots Men's Chronological Status Yellow T-shirt,2788.jpg
11514,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Catwalk Women Lifestyle Black Heels,11514.jpg
1759,Men,Apparel,Topwear,Tshirts,Grey,Fall,Sports,Lotto Men Epic Grey T-shirt,1759.jpg
17647,Men,Footwear,Flip Flops,Flip Flops,Red,Spring,Casual,Converse Men Red Flip Flops,17647.jpg
4265,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Jealous 21 Women Plain Pink Top,4265.jpg
20512,Women,Accessories,Bags,Handbags,Teal,Winter,Casual,Baggit Women Teal Turnoff Taj Handbag,20512.jpg
19522,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,Casual,United Colors of Benetton Men Check Navy Blue Sweater,19522.jpg
40312,Unisex,Footwear,Sandal,Sandals,White,Spring,Casual,Warner Bros Kids White sandals,40312.jpg
3757,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Status Quo Men's Buchanan Street White T-shirt,3757.jpg
49846,Men,Accessories,Watches,Watches,Black,Winter,Casual,Q&Q Men Black Dial Analog Watch,49846.jpg
15096,Women,Apparel,Topwear,Kurtas,Orange,Fall,Ethnic,Mother Earth Women Stripes Orange Kurtas,15096.jpg
3306,Men,Footwear,Shoes,Sports Shoes,White,Spring,Sports,Asics Men's Gel Phoenix 3 Running White Black Shoe,3306.jpg
33523,Women,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Cobblerz Women Black Shoes,33523.jpg
20969,Men,Accessories,Belts,Belts,Black,Winter,Casual,Fastrack Men Leatherette Black Belt,20969.jpg
52973,Women,Apparel,Saree,Sarees,Purple,Fall,Ethnic,FNF Purple Printed Sari,52973.jpg
56613,Women,Personal Care,Makeup,Highlighter and Blush,Rust,Spring,,Streetwear True Color Plush Plum Blusher,56613.jpg
33308,Boys,Apparel,Bottomwear,Jeans,Black,Summer,Casual,Gini and Jony Boys Solid Black Jeans,33308.jpg
23284,Men,Accessories,Watches,Watches,Black,Winter,Casual,Maxima Ssteele Men Black Watch,23284.jpg
51860,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,Locomotive Men Navy Striped Shirt,51860.jpg
15746,Men,Footwear,Shoes,Sports Shoes,White,Spring,Sports,Nike Men Ballista II White Sports Shoes,15746.jpg
50304,Men,Accessories,Ties,Ties,Red,Summer,Formal,Park Avenue Men Red Tie,50304.jpg
11222,Men,Accessories,Watches,Watches,Steel,Winter,Casual,Esprit Men Avalance Silver Steel Watches,11222.jpg
12865,Men,Footwear,Sandal,Sandals,Black,Fall,Casual,Lee Cooper Men Casual Black Sandals,12865.jpg
55439,Women,Personal Care,Lips,Lipstick,Pink,Spring,Casual,Revlon Lilac Colorburst Lipstick 001,55439.jpg
39738,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Arrow Men Brown Sandals,39738.jpg
52390,Women,Apparel,Loungewear and Nightwear,Nightdress,Green,Winter,Casual,Red Rose Women Green Nightdress,52390.jpg
7629,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,Puma Men's Summer Graphic White T-shirt,7629.jpg
28263,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,Casual,Gatsby Men Aqua Deo,28263.jpg
5530,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,Reebok Men's Casual Black Slipper,5530.jpg
49857,Unisex,Accessories,Watches,Watches,Black,Winter,Casual,Q&Q Kids Unisex Black Digital Watch,49857.jpg
19601,Women,Apparel,Topwear,Tops,Peach,Fall,Casual,United Colors of Benetton Women Printed Peach Top,19601.jpg
55861,Women,Personal Care,Nails,Nail Polish,Green,Spring,Casual,Colorbar Moss Agate Nail Lacquer 93,55861.jpg
52637,Women,Accessories,Bags,Handbags,Purple,Summer,Casual,Mod-acc Women Purple Handbag,52637.jpg
51520,Women,Accessories,Watches,Watches,White,Winter,Casual,Fastrack Women White Dial Watch NB2394sm01,51520.jpg
15100,Women,Apparel,Topwear,Kurtas,Beige,Fall,Ethnic,Mother Earth Women Printed Beige Kurtas,15100.jpg
55895,Women,Personal Care,Nails,Nail Polish,Pink,Spring,Casual,Colorbar Rasmopolitan Nail Lacquer 03,55895.jpg
41778,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,Remanika Women Blue Top,41778.jpg
19275,Women,Accessories,Watches,Watches,Steel,Winter,Casual,Guess Women Steel-Toned Dial Watch W13582L2,19275.jpg
53034,Women,Apparel,Saree,Sarees,Multi,Fall,Ethnic,FNF Multi Coloured Printed Sari,53034.jpg
49092,Women,Personal Care,Lips,Lip Liner,Coffee Brown,Spring,Casual,Deborah 24 Ore Lip Liner 219,49092.jpg
50835,Men,Accessories,Belts,Belts,Brown,Summer,Formal,New Hide Men Brown Belt,50835.jpg
23514,Men,Accessories,Watches,Watches,Black,Winter,Casual,ADIDAS Men Black Dial Watch,23514.jpg
2801,Men,Footwear,Sandal,Sandals,Black,Fall,Casual,iD Men Casual Leather Black Sandal,2801.jpg
37903,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,Casual,24 Men Black Classic Natural Spray EDT Perfume,37903.jpg
48615,Women,Accessories,Jewellery,Earrings,Silver,Summer,Casual,Lucera Women Silver Earrings,48615.jpg
36776,Men,Accessories,Watches,Watches,White,Winter,Casual,Maxima Men White Dial Watch,36776.jpg
21369,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Manchester United Men White T-Shirt,21369.jpg
56108,Women,Personal Care,Lips,Lip Gloss,Maroon,Spring,Casual,Colorbar Mettalics Bare Necessity Lip Gloss 001,56108.jpg
4305,Unisex,Apparel,Topwear,Tshirts,Green,Summer,Casual,Tantra Kid's Unisex Tribal Blast Green Kidswear,4305.jpg
23710,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,Ray-Ban Men Wayfarer II Sunglasses,23710.jpg
24152,Women,Apparel,Topwear,Kurtas,Purple,Fall,Ethnic,Aurelia Women Purple Kurta,24152.jpg
56598,Women,Personal Care,Eyes,Kajal and Eyeliner,Green,Spring,Casual,Streetwear Stay On Emerald Eye Pencil 01,56598.jpg
27936,Women,Apparel,Bottomwear,Jeans,Grey,Summer,Casual,Jealous 21 Women Grey Magic Colour Jeans,27936.jpg
11510,Women,Footwear,Shoes,Heels,Beige,Winter,Casual,Catwalk Women Lifestyle Beige Flats,11510.jpg
9595,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,Scullers Men Scul Black Shirts,9595.jpg
57678,Women,Personal Care,Skin,Face Moisturisers,White,Spring,,Lotus Herbals Whiteglow Skin Micro-Emulsion,57678.jpg
30186,Unisex,Accessories,Bags,Backpacks,Red,Summer,Casual,Nike Unisex Red Arsenal Allegiance Gym Sack,30186.jpg
37480,Women,Accessories,Watches,Watches,White,Winter,Casual,Esprit Women White Watch,37480.jpg
14550,Women,Apparel,Topwear,Kurtas,White,Fall,Ethnic,Vishudh Women Floral Print White Kurta,14550.jpg
55913,Women,Personal Care,Nails,Nail Polish,Bronze,Spring,Casual,Colorbar Top Coat Nail Lacquer 69,55913.jpg
38637,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Nike Men Red Delhi T-shirt,38637.jpg
10699,Women,Accessories,Watches,Watches,Orange,Winter,Casual,Esprit Women Houston Yellow Ice Orange Watches,10699.jpg
10511,Women,Apparel,Topwear,Tops,Black,Fall,Casual,Flying Machine Women RN Black Tshirts,10511.jpg
49114,Women,Personal Care,Lips,Lipstick,Beige,Spring,Casual,Deborah Beige Couture 18 Atomic Red Lipstick,49114.jpg
46796,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Arrow Men Black Formal Shoes,46796.jpg
31842,Men,Accessories,Watches,Watches,Black,Winter,Casual,Titan Men Black Dial Watch,31842.jpg
11376,Women,Apparel,Topwear,Tops,Grey,Fall,Casual,United Colors Of Benetton Women Light Winter Grey Tops,11376.jpg
44096,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,Casual,BOSS Men Grey Deo,44096.jpg
53979,Women,Accessories,Bags,Handbags,Black,Summer,Casual,Kiara Women Black Handbag,53979.jpg
56205,Women,Accessories,Jewellery,Pendant,Gold,Winter,Casual,Estelle Women Gold Pendant,56205.jpg
24499,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Mother Earth Women Green Printed Kurta,24499.jpg
11294,Men,Apparel,Bottomwear,Jeans,Blue,Spring,Casual,Wrangler Men Blue Floyd Jeans,11294.jpg
45334,Women,Footwear,Shoes,Heels,Black,Summer,Casual,Cobblerz Women Black &Pink Sandals,45334.jpg
56404,Women,Footwear,Shoes,Flats,White,Winter,Casual,Rocia Women White & Silver Sandals,56404.jpg
1842,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Puma Men's Calibre Rubber Shoe,1842.jpg
56553,Women,Personal Care,Lips,Lip Gloss,Red,Spring,,Streetwear Mineral Coral Glow Lip Gloss,56553.jpg
48349,Women,Accessories,Bags,Clutches,Pink,Summer,Casual,Pitaraa Women Pink Clutch,48349.jpg
41717,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Catwalk Women Black Wedges,41717.jpg
17965,Women,Footwear,Sandal,Sports Sandals,Black,Fall,Casual,Puma Women Black Sandal,17965.jpg
56137,Women,Personal Care,Makeup,Eyeshadow,Green,Spring,Casual,Colorbar Green Stroke Eye Shadow,56137.jpg
40594,Women,Apparel,Topwear,Kurtis,Rust,Summer,Ethnic,Aurelia Women Rust Kurti,40594.jpg
42617,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,Casual,Estelle Women Gold Jewellery Set,42617.jpg
11421,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,United Colors of Benetton Men Light Winter Navy Blue Tshirts,11421.jpg
55580,Women,Personal Care,Makeup,Compact,Skin,Spring,Casual,Revlon Touch & Glow Gold Matte Moisturising Powder 69,55580.jpg
55629,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,Numero Uno Men Brown Shoes,55629.jpg
56423,Women,Apparel,Innerwear,Bra,White,Winter,Casual,Biara Women White Bra ST 5001,56423.jpg
10110,Women,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Reebok Women Instant White Sports Shoes,10110.jpg
45712,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,4711 Vapo Men Perfume,45712.jpg
33262,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Gini and Jony Boys Printed White T-shirt,33262.jpg
17065,Women,Accessories,Belts,Belts,White,Winter,Casual,Lino Perros Women Flower Print White Belt,17065.jpg
15480,Men,Apparel,Bottomwear,Track Pants,Brown,Fall,Casual,Puma Men Ess Sweat Pants Open Bottom Brown Track Pants,15480.jpg
6998,Men,Apparel,Topwear,Tshirts,Grey,Spring,Casual,Classic Polo Men's Wat Duh Pho Grey T-shirt,6998.jpg
19700,Men,Apparel,Topwear,Shirts,White,Summer,Casual,United Colors of Benetton Men White Shirt,19700.jpg
33913,Men,Accessories,Watches,Watches,Gold,Winter,Formal,Citizen Men Gold Dial Watch,33913.jpg
12613,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Ed Hardy Men Printed Black Tshirts,12613.jpg
55574,Women,Personal Care,Makeup,Compact,Skin,Spring,Casual,Revlon Photo Ready Medium/ Deep Compact 03,55574.jpg
36887,Men,Accessories,Belts,Belts,Black,Summer,Casual,Fossil Men Black & Brown Brandon Reversible Belt,36887.jpg
8376,Men,Accessories,Bags,Backpacks,Black,Winter,Casual,Fastrack Men Black Backpack,8376.jpg
14515,Men,Apparel,Topwear,Shirts,Pink,Fall,Formal,Mark Taylor Men Grey & White Striped Pink & Grey Accent Shirt,14515.jpg
52751,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Casual,Reebok Women Reebounce Deo,52751.jpg
7062,Unisex,Accessories,Bags,Backpacks,Black,Summer,Sports,Nike Unisex Classic Black Grey Backpack,7062.jpg
47589,Women,Footwear,Shoes,Heels,Maroon,Winter,Casual,Portia Women Maroon Sandals,47589.jpg
24250,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Numero Uno Men White Casual Shoes,24250.jpg
55110,Women,Personal Care,Makeup,Compact,Skin,Spring,Casual,Lakme Perfect Radiance Intense Whitening 05 Compact,55110.jpg
6738,Men,Accessories,Socks,Socks,Black,Summer,Sports,Nike Men's Elite Run Cus Black Orange Socks,6738.jpg
58618,Women,Accessories,Jewellery,Earrings,Silver,Winter,Casual,ToniQ Women Silver Earrings,58618.jpg
51610,Women,Apparel,Bottomwear,Trousers,Brown,Fall,Casual,Kraus Jeans Women Brown Corduroy Trousers,51610.jpg
57647,Women,Personal Care,Nails,Nail Polish,Brown,Spring,,Lotus Herbals Colour Dew Dark Champagne Nail Polish 88,57647.jpg
42082,Unisex,Accessories,Wallets,Wallets,Black,Summer,Casual,American Tourister Black Passport Holder,42082.jpg
28307,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,Casual,Fastrack Men Sunglasses,28307.jpg
13116,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Numero Uno Men Black Shoes,13116.jpg
2160,Men,Apparel,Topwear,Tshirts,Red,Spring,Casual,Basics Men Red T-shirt,2160.jpg
27020,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,Jealous 21 Women Navy Blue Jeans,27020.jpg
